;username;text;sentiment;clean_teks
2141;@galery_ahy;Demokrat Kota Bekasi Siap Berjuang Menangkan AHY di Pilpres 2024 https://indoissue.com/demokrat-kota-bekasi-siap-berjuang-menangkan-ahy-di-pilpres-2024/…;Positif;demokrat kota bekas juang menang ahy pilpres
2142;@ibrahim_hasnu;"Pemilu Serentak 2024. Tentu mengalami bnyk tantngan. Catatan kelam Pemilu 2019; korupsi, kecurangan, politik uang, gugatan hasil pemilu, konflik sosial/SARA penyelnggara meninggal. Melihat fakta itu, 2024 momentum Pemilu Rakyat. Intinya, hindari konflik lama dlm bungkus baru !!";Negatif;milu serentak alami tantngan catat kelam milu korupsi curang politik uang gugat hasil milu konflik sosialsara penyelnggara tinggal fakta momentum milu rakyat inti hindar konflik bungkus
2143;@CNNIndonesia;Komisi II DPR Sebut Daerah Otonom Baru Papua Potensi Ikut Pemilu 2024;Netral;komisi ii dpr daerah otonom papua potensi milu
2144;@RatuCebong;"Bbrp Partai Mulai merapat pada Erick Thohir.
Pengamat Sebut PDI-P mulai Dekati Erick Thohir Untuk PilPres 2024.
Erick Thohir CaPres 2024 
#BangkitBersamaET";Positif;partai rapat erick thohir amat pdip dekat erick thohir pilpres erick thohir capres bangkitbersamaet
2145;@yudie_tz;"Jadi King Maker di Pilpres 2024, Pengamat Sebut Jokowi Berpotensi Bentuk Poros Baru di Luar PDIP
 
https://tribunnews.com/nasional/2022/05/24/jadi-king-maker-di-pilpres-2024-pengamat-sebut-jokowi-berpotensi-bentuk-poros-baru-di-luar-pdip… lewat 
@tribunnews";Netral;king maker pilpres amat jokowi potensi bentuk poros pdip tribunnews
2146;@SusahSembuh_YK;Polri siapkan rencana pengamanan Pemilu dan Pilkada 2024;Positif;polri siap rencana aman milu pilkada
2147;@RicardTrival;Pak Herman HN DPW Nasdem Lampung menjadi salah satu dari banyak tokoh Nasdem yang mendukung Pak Erick Thohir untuk maju Pilpres pada periode 2024 mendatang #ETNasdem Erick Capres Potensial;Positif;herman hn dpw nasdem lampung salah tokoh nasdem dukung erick thohir maju pilpres periode etnasdem erick capres potensial
2148;@fajaronline;Opini Liar Ganjar Bakal jadi Penerus Jokowi di Pilpres 2024, Ketum Projo:  Projo Ora Kesusu, Tidak Terburu-buru https://fajar.co.id/2022/05/24/opini-liar-ganjar-bakal-jadi-penerus-jokowi-di-pilpres-2024-ketum-projo-projo-ora-kesusu-tidak-terburu-buru/… #BudiArieSetiadi #ganjar #GanjarPenerusJokowi #KetumProjo;Negatif;opini liar ganjar terus jokowi pilpres tum projo projo kesusu terburuburu budiariesetiadi ganjar ganjarpenerusjokowi ketumprojo
2149;@Habibjawen;"Nanti sekalian aja ya gabung ama 
@FPKSDPRRI
 
@PDemokrat
 di 2024 nanti, sekalian kita yg rakyat mau ngeliat ""komedi"" yg di pertontonkan menjelang pemilu nanti hhhh basiiii basiii dol dol

 
@Dennysiregar7
 
@_ekokuntadhi
 
@FirzaHusain
 
@HusinShihab
 
@muannas_alaidid";Positif;ya gabung fpksdprri pdemokrat rakyat komedi tonton jelang milu hhhh basiiii basiii dol dol dennysiregar ekokuntadhi firzahusain husinshihab muannas alaidid
2150;@JoniSaputra00;"Saya juga setuju, pak ET memiliki prestasi dan rekam jejak yang baik, beliau layak maju dalam pilpres 2024 nanti

Erick Capres Potensial
#ETNasdem 
@erickthohir";Positif;tuju et milik prestasi rekam jejak beliau layak maju pilpres erick capres potensial etnasdem erickthohir
2151;@idntimes;Kapolri terima audiensi KPU untuk pelaksanaan Pemilu 2024;Netral;kapolri terima audiensi kpu laksana milu
2152;@KPU_Parimo;"#TemanPemilih, KPU Kabupaten Parigi Moutong mengikuti kegiatan Diskusi Virtual Serial #6 Pendidikan Pemilih bertajuk  Kompleksitas Pemilu 2024 (Strategi dan Tantangan Partisipasi Pemilih).

#KPUMelayani";Positif;temanpemilih kpu kabupaten parigi moutong ikut giat diskusi virtual serial didik pilih tajuk kompleksitas milu strategi tantang partisipasi pilih kpumelayani
2153;@mohsamsulhadii;"Elektabilitas yg tinggi, kinerja yg baik, jujur dan amanah merupakan paket komplit untuk maju pada pemilu 2024.

@merdekadotcom
 

@okezonenews
 
Erick Capres Potensial 
#ETNasdem";Positif;elektabilitas kerja jujur amanah paket komplit maju milu merdekadotcom okezonenews erick capres potensial etnasdem
2154;@ayuuusyafitri;"Kode keras disampaikan Herman HN ketua DPW Nasdem lampung yg mengusulkan nama menteri 
@erickthohir
 agar maju pada Pilpres 2024.

@CNNIndonesia
 

@Beritasatu
 
Erick Capres Potensial 
#ETNasdem";Negatif;kode keras herman hn ketua dpw nasdem lampung usul nama menteri erickthohir maju pilpres cnnindonesia beritasatu erick capres potensial etnasdem
2155;@AkangOnay;"Wlw dalam pict di bawah ada tulisan RANCANGAN, tapi PILEG dan PILPRES 2024 Fix dilaksanakan serentak tanggal 21 Februari 2024..
Lah kok bisa?? Dasar Presidential Trashold 20% dari mana? Hasil pemilu 2019? Bukannya sudah kadaluarsa?

@Kpu_ri

@Komisi2DPRRI

@Bawaslu_ri


@Kemendagri";Netral;wlw pict tulis rancang pileg pilpres fix laksana serentak tanggal februari dasar presidential trashold hasil milu kadaluarsa kpu ri komisidprri bawaslu ri kemendagri
2156;@fitriiizahra;"Sosok menteri 
@erickthohir
 dg kinerja baik, amanah, jujur dan berani merupakan paket komplit untuk maju Pilpres 2024.

@antaranews
 

@okezonenews
 
Erick Capres Potensial 
#ETNasdem";Positif;sosok menteri erickthohir kerja amanah jujur berani paket komplit maju pilpres antaranews okezonenews erick capres potensial etnasdem
2157;@AlfarisiSalmann;"Dukung i'tikad menteri 
@erickthohir
 pada Pilpres 2024.
Semoga niat baik menteri ET tercapai pada pemilu 2024.

@detikcom
 

@tribunnews
 
Erick Capres Potensial 
#ETNasdem";Positif;dukung itikad menteri erickthohir pilpres moga niat menteri et capai milu detikcom tribunnews erick capres potensial etnasdem
2158;@L25Logan;Banyak alasan yang membuatnya layak untuk didukung pada pilpres 2024 salah satunya adalah kesuksesan dalam mengelolah BUMN, keren banget jagoan kita guys #ETNasdem Erick Capres Potensial;Positif;alas buat layak dukung pilpres salah satu sukses elo bumn keren banget jago guys etnasdem erick capres potensial
2159;@bawaslu_rohil;Anggota Bawaslu RI Lolly Suhenty mengingatkan pentingnya edukasi dan literasi digital untuk menghadapi pemilihan umum (Pemilu) 2024 mendatang.;Positif;anggota bawaslu ri lolly suhenty edukasi literasi digital hadap pilih milu
2160;@F25Fred;Transformasi BUMN menjadi lebih baik telah nyata kita saksikan jadi memang lah tepat jika mendukung pak Menteri maju dalam Pilpres 2024 mendatang, keren banget jagoan kita guys #ETNasdem Erick Capres Potensial;Positif;transformasi bumn nyata saksi dukung menteri maju pilpres keren banget jago guys etnasdem erick capres potensial
2161;@KholilArifiin;"Wajar jika nasdem lampung mengusulkan nama menteri 
@erickthohir
 pada Pilpres 2024 karena kinerja menteri ET sangat baik selama memimpin BUMN. 

@lampungpost_
 

@detikcom
 
Erick Capres Potensial 
#ETNasdem";Positif;wajar nasdem lampung usul nama menteri erickthohir pilpres kerja menteri et pimpin bumn lampungpost detikcom erick capres potensial etnasdem
2162;@Tania_4bdul;"Erick Capres Potensial dan Erick Thohir merupakan putera terbaik Sumatra dan layak Maju di pilpres 2024
#ETNasdem";Positif;erick capres potensial erick thohir putera baik sumatra layak maju pilpres etnasdem
2163;@FirmRei;Alokasi Anggaran Pemilu 2024 Rp76,6 Triliun, KPU Beberkan Rinciannya;Netral;alokasi anggar milu rupiah triliun kpu kan rinciannya
2164;@juliestaler;Transformasi BUMN menjadi lebih baik telah nyata kita saksikan jadi memang lah tepat jika mendukung pak Menteri maju dalam Pilpres 2024 mendatang #ETNasdem Erick Capres Potensial;Positif;transformasi bumn nyata saksi dukung menteri maju pilpres etnasdem erick capres potensial
2165;@SiGemoy1707;"Partai NasDem Lampung akan mengusulkan Menteri Badan Usaha Milik Nagara (BUMN) Erick Thohir sebagai Calon Presiden (Capres) pada pemilihan Presiden (Pilpres) 2024 mendatang.
Erick Capres Potensial
#ETNasdem";Positif;partai nasdem lampung usul menteri badan usaha milik nagara bumn erick thohir calon presiden capres pilih presiden pilpres erick capres potensial etnasdem
2166;@KholilArifiin;"Track record menteri 
@erickthohir
 yg bagus selama memimpin BUMN membuat beliau menjadi primadona pada Pilpres 2024.

@republikaonline
 

@rmol_id
 
Erick Capres Potensial 
#ETNasdem";Positif;track record menteri erickthohir bagus pimpin bumn beliau primadona pilpres republikaonline rmol id erick capres potensial etnasdem
2167;@AlfarisiSalmann;"Putera terbaik lampung mendapat dukungan penuh dari warga lampung untuk maju pada Pilpres 2024.

@lampungpost_
 

@Beritasatu
 
Erick Capres Potensial 
#ETNasdem";Positif;putera baik lampung dukung penuh warga lampung maju pilpres lampungpost beritasatu erick capres potensial etnasdem
2168;@ayuuusyafitri;"Semakin mendekati kontestasi politik 2024, nampaknya nasdem beneran mendukung menteri 
@erickthohir
 pada pilpres 2024 

@suaradotcom
 

@detikcom
 
Erick Capres Potensial 
#ETNasdem";Positif;dekat kontestasi politik nampaknya nasdem beneran dukung menteri erickthohir pilpres suaradotcom detikcom erick capres potensial etnasdem
2169;@kpujakut;"#TemanPemilih
KPU Kota Jakarta Utara melakukan
Rapat Koordinasi Persiapan
Pemilu & Pemilihan Serentak Tahun 2024
dan Silaturahmi KPU Kota Jakarta Utara
Selasa, 24 Mei 2022.
#KPUMelayani
#PemiluSerentak2024";Positif;temanpemilih kpu kota jakarta utara rapat koordinasi siap milu pilih serentak silaturahmi kpu kota jakarta utara selasa mei kpumelayani pemiluserentak
2170;@marsha_yup;Transformasi BUMN menjadi lebih baik setelah ditangani pak Menteri Erick Thohir. Oleh karena itu beliau sangat pantas maju dalam Pilpres 2024 mendatang #ETNasdem Erick Capres Potensial;Positif;transformasi bumn tangan menteri erick thohir beliau maju pilpres etnasdem erick capres potensial
2171;@fanzadista;Oh iya karena berbagai prestasi Pak Erick Thohir membuat banyak tokoh Nasdem yang mendukung Pak Erick Thohir nih untuk maju di Pilpres 2024 #ETNasdem Erick Capres Potensial;Positif;oh iya prestasi erick thohir tokoh nasdem dukung erick thohir nih maju pilpres etnasdem erick capres potensial
2172;@AdmirawatiW;"Pak ET mantap. Nama pak ET masuk dalam pertimbangan yang diusung dalam pilpres 2024
Erick Capres Potensial

#ETNasdem";Positif;et mantap nama et masuk timbang usung pilpres erick capres potensial etnasdem
2173;@Adi_tmo;"Erick Capres Potensial dan merupakan figur yang tepat untuk maju dalam pilpres 2024
#ETNasdem";Netral;erick capres potensial figur maju pilpres etnasdem
2174;@RizkiIlhammm;"Saya sangat setuju dan mendukung jika pak Erick maju di pilpres 2024 bahkan semoga menjadi pemimpin masa depan.
 Erick Capres Potensial

#ETNasdem";Positif;tuju dukung erick maju pilpres moga pimpin erick capres potensial etnasdem
2175;@Enolaholmes321;"Elektabilitas pak ET yang semakin menaik terus. Membuat NasDem melirik pak ET untuk diusung di pilpres 2024
Erick Capres Potensial

#ETNasdem";Positif;elektabilitas et naik nasdem lirik et usung pilpres erick capres potensial etnasdem
2176;@fitriiizahra;"Elektabilitas Erick bisa menjadi penentu kemenangan pada pemilu 2024.
Erick Capres Potensial 
#ETNasdem";Netral;elektabilitas erick tentu menang milu erick capres potensial etnasdem
2177;@Rudiansyanggoro;"Keren Banyak tokoh nasdem di Sumatera yg dukung pak ET maju pilpres 2024, sebelumnya oleh pak Herman Deru DPW Nasdem Sumsel dan Herman HN DPW Nasdem Lampung, Erick Capres Potensial 
@erickthohir


#ETNasdem";Positif;keren tokoh nasdem sumatera dukung et maju pilpres herman deru dpw nasdem sumsel herman hn dpw nasdem lampung erick capres potensial erickthohir etnasdem
2178;@HerniaSuli;Bukti nyata, Transformasi BUMN menjadi lebih baik telah nyata kita saksikan jadi memang lah tepat jika mendukung pak Menteri maju dalam Pilpres 2024 mendatang #ETNasdem Erick Capres Potensial;Positif;bukti nyata transformasi bumn nyata saksi dukung menteri maju pilpres etnasdem erick capres potensial
2179;@UtamiiiAulia;"Kinerja Erick Thohir Mempunyai banyak potensi yang berpengaruh besar pertahanan Sebagai maju pilpres tahun 2024. Berbagai dukungan penuh di berikan sebagai bentuk kekuatan.
Erick Capres Potensial

#ETNasdem";Positif;kerja erick thohir potensi pengaruh tahan maju pilpres dukung penuh bentuk kuat erick capres potensial etnasdem
2180;@RizkiIlhammm;"Banyak yang bangga dan salut dengan kinerja dan sikap pedulinya pak Erick, ayoo maju pak Erick di pilpres 2024, anda layak maju.
Erick Capres Potensial

#ETNasdem";Positif;bangga salut kerja sikap peduli erick ayoo maju erick pilpres layak maju erick capres potensial etnasdem
2181;@salmiyy1;Tokoh Nasdem Lampung Herman HN mendukung Erick Thohir maju pilpres 2024 mendatang. Capres Potensial #ETNasdem;Positif;tokoh nasdem lampung herman hn dukung erick thohir maju pilpres capres potensial etnasdem
2182;@NabilahCleo;"Menurut gue wajar jika pak Herman Deru & Herman HN ingin agar tokoh terbaik Sumatera pak ET maju di Pilpres 2024. Mewakili perasaan kami juga , Erick Capres Potensial 
@erickthohir


#ETNasdem";Positif;wajar herman deru herman hn tokoh baik sumatera et maju pilpres wakil asa erick capres potensial erickthohir etnasdem
2183;@laylamanga;Banyak alasan yang membuatnya layak untuk didukung pada pilpres 2024 salah satunya adalah kesuksesan dalam mengelolah BUMN #ETNasdem Erick Capres Potensial . semoga kedepannya bisa berjalan dengan lancar;Positif;alas buat layak dukung pilpres salah satu sukses elo bumn etnasdem erick capres potensial moga depan jalan lancar
2184;@maliqahzan;"Melihat reputasi dan prestasi pk Erick kami juga sangat mendukung jika maju di pilpres 2024

Erick Capres Potensial

#ETNasdem";Positif;reputasi prestasi pakai erick dukung maju pilpres erick capres potensial etnasdem
2185;@AdmirawatiW;"Mantap sekali pak ET. Dirinya memang sangat layak maju pilpres 2024.
Erick Capres Potensial

#ETNasdem";Positif;mantap et layak maju pilpres erick capres potensial etnasdem
2186;@MariaaaDinda;"Dengan banyaknya kinerja yang sukse dan sifat tegas dan beraninya pak Erick memang pantas dilirik untuk maju di pilpres 2024.
Erick Capres Potensial

#ETNasdem";Positif;banyak kerja sukse sifat berani erick lirik maju pilpres erick capres potensial etnasdem
2187;@DenaAndriyani;"Pak Erick Thohir harus mewakili masyarakat Sumatera untuk maju pilpres 2024. Erick Capres Potensial. 
@NasDem
 
@suaramerdeka
 

#ETNasdem";Netral;erick thohir wakil masyarakat sumatera maju pilpres erick capres potensial nasdem suaramerdeka etnasdem
2188;@jnhe11_;"Partai Nasdem dan pak Erick Thohir merupakan kesamaan Visi dan Ideologi. Sangat potensial berkolaborasi untuk kemenangan pemilu 2024. Erick Capres Potensial. 
@NasDem
 
@rmol_id
 

#ETNasdem";Positif;partai nasdem erick thohir sama visi ideologi potensial kolaborasi menang milu erick capres potensial nasdem rmol id etnasdem
2189;@mohsamsulhadii;"Tokoh muda potensial seperti Erick Thohir terus mendulang kenaikan elektabilitas yang cukup signifikan menjelang pemilu 2024.
Erick Capres Potensial 
#ETNasdem";Positif;tokoh muda potensial erick thohir dulang naik elektabilitas signifikan jelang milu erick capres potensial etnasdem
2190;@salmiyy1;Partai Nasdem mendukung penuh menteri ET maju pilpres 2024 mendatang. https://republika.co.id/berita/rc4vxs430/profesionalisme-erick-thohir-dinilai-jadi-kunci-kepercayaan-jokowi… Capres Potensial #ETNasdem;Positif;partai nasdem dukung penuh menteri et maju pilpres capres potensial etnasdem
2191;@bettarry;Adanya Transformasi BUMN menjadi lebih baik telah nyata kita saksikan jadi memang lah tepat jika kita semua mendukung pak Menteri maju dalam Pilpres 2024 mendatang #ETNasdem Erick Capres Potensial;Positif;transformasi bumn nyata saksi dukung menteri maju pilpres etnasdem erick capres potensial
2192;@Wahyuningtiaas;Banyak alasan yang telah membuatnya layak untuk didukung pada pilpres 2024 salah satunya adalah kesuksesan dalam mengelolah BUMN #ETNasdem Erick Capres Potensial;Positif;alas buat layak dukung pilpres salah satu sukses elo bumn etnasdem erick capres potensial
2193;@pishole2;Transformasi BUMN menjadi lebih baik telah nyata kita saksikan jadi memang lah tepat jika mendukung pak Menteri maju dalam Pilpres 2024 mendatang #ETNasdem Erick Capres Potensial;Positif;transformasi bumn nyata saksi dukung menteri maju pilpres etnasdem erick capres potensial
2194;@Jumadiakhir19;Dengan Transformasi BUMN menjadi lebih baik telah nyata kita saksikan jadi memang lah tepat jika mendukung pak Menteri maju dalam Pilpres 2024 mendatang #ETNasdem Erick Capres Potensial;Positif;transformasi bumn nyata saksi dukung menteri maju pilpres etnasdem erick capres potensial
2195;@dewikhoerunisa4;"Prestasi di BUMN dan reputasi beliau sangatlah layak untuk maju di pilpres 2024, apalagi beliau adalah putra terbaik bangsa yuk sama² kita dukung juga Pak 
@erickthohir
.

@Metro_TV
 
Erick Capres Potensial

#ETNasdem";Positif;prestasi bumn reputasi beliau layak maju pilpres beliau putra baik bangsa yuk sama dukung erickthohir metro tv erick capres potensial etnasdem
2196;@ArifJakaa;"Dengan gaya kepemimpinan yg elegan & berwibawa, 
@NasDem
 Disebut sebut terpicut untuk mengusung di pemilu 2024.
Erick Capres Potensial

#ETNasdem";Positif;gaya pimpin elegan wibawa nasdem terpicut usung milu erick capres potensial etnasdem
2197;@beydindsta;Banyak alasan yang membuatnya layak untuk didukung pada pilpres 2024 salah satunya adalah kesuksesan dalam mengelolah BUMN #ETNasdem Erick Capres Potensial;Positif;alas buat layak dukung pilpres salah satu sukses elo bumn etnasdem erick capres potensial
2198;@lailafariqoh;"Erick Capres Potensial  di Pilpres 2024 nanti insyaAllah akan mengunggulkan pak erick sebagai pemain baru dengan elektabilitas tinggi.  

#ETNasdem";Positif;erick capres potensial pilpres insyaallah unggul erick main elektabilitas etnasdem
2199;@ahmadfa02;"Masyarakat sumatra mendukung penuh Pak ET melaju di pilpres 2024.
Erick Capres Potensial

#ETNasdem";Positif;masyarakat sumatra dukung penuh et laju pilpres erick capres potensial etnasdem
2200;@Juwita31557937;"Partai NasDem melirik Menteri BUMN RI Erick Thohir untuk Pilpres 2024
https://suara.com/bisnis/2022/05/06/074752/erick-thohir-masuk-radar-nasdem-karena-dinilai-memiliki-kesamaan-visi-dan-ideologi…
Erick Capres Potensial
#ETNasdem";Positif;partai nasdem lirik menteri bumn ri erick thohir pilpres erick capres potensial etnasdem
2201;@BibihPutrie;"Semoga pak Erick mau maju pilpres 2024 nanti, kami Warga sumatro tegak lurus mendukung bapak, Erick Capres Potensial 
@erickthohir


#ETNasdem";Positif;moga erick maju pilpres warga sumatro tegak lurus dukung erick capres potensial erickthohir etnasdem
2202;@mohsamsulhadii;"Erick Thohir saat ini sangat potensial untuk jadi capres maupun cawapres pada Pemilu 2024 dari klaster menteri.
Erick Capres Potensial 
#ETNasdem";Netral;erick thohir potensial capres cawapres milu klaster menteri erick capres potensial etnasdem
2203;@dindstewart;Transformasi BUMN menjadi lebih baik telah nyata kita saksikan jadi memang lah tepat jika mendukung pak Menteri maju dalam Pilpres 2024 mendatang #ETNasdem Erick Capres Potensial;Positif;transformasi bumn nyata saksi dukung menteri maju pilpres etnasdem erick capres potensial
2204;@DimasAnugrahe;"Keren Banyak tokoh nasdem di Sumatera yg dukung pak ET maju pilpres 2024, sebelumnya oleh pak Herman Deru DPW Nasdem Sumsel dan Herman HN DPW Nasdem Lampung, Erick Capres Potensial 
@erickthohir


#ETNasdem";Positif;keren tokoh nasdem sumatera dukung et maju pilpres herman deru dpw nasdem sumsel herman hn dpw nasdem lampung erick capres potensial erickthohir etnasdem
2205;@Nurhal031;"DPW Lampung akan mengusulkan nama Erick Thohir (menteri BUMN) sebagai calon presiden di Pemilu 2024 di Rakernas.
Erick Capres Potensial

#ETNasdem";Netral;dpw lampung usul nama erick thohir menteri bumn calon presiden milu rakernas erick capres potensial etnasdem
2206;@AlfarisiSalmann;"Erick masih memiliki cukup waktu dalam meningkatkan elektabilitas menjelang pilpres 2024, termasuk masih ada waktu bagi Erick untuk dapat memikat parpol.
Erick Capres Potensial 
#ETNasdem";Positif;erick milik tingkat elektabilitas jelang pilpres erick mikat parpol erick capres potensial etnasdem
2207;@Adini_holif;"sehingga tidak heran jika masyarakat sumatra sangatlah mendukung beliau maju dalam pemilu 2024. Erick Capres Potensial
#ETNasdem";Positif;heran masyarakat sumatra dukung beliau maju milu erick capres potensial etnasdem
2208;@ridhofajarullah;"kesuksesan dalam mengelolah BUMN, 
membuatnya layak untuk didukung pada pilpres 2024 #ETNasdem Erick Capres Potensial";Positif;sukses elo bumn buat layak dukung pilpres etnasdem erick capres potensial
2209;@dikifauziahmad;"Berkat kinerja gemilang pak ET, kini banyak pendukung pak ET untuk maju pilpres 2024. siapa yang tak tahu dengan orang seperti 
Erick Capres Potensi

@KompasTV
 
#ETNasdem";Positif;berkat kerja gemilang et dukung et maju pilpres orang erick capres potensi kompastv etnasdem
2210;@Ardiansyah_xa;"nasdem menjadi sangatlah mungkin mengusung menteri ET dalam pemilu 2024 mendatang. Erick Capres Potensial
#ETNasdem";Netral;nasdem usung menteri et milu erick capres potensial etnasdem
2211;@Najibtorik;"Partai NasDem melirik Menteri BUMN RI Erick Thohir untuk Pilpres 2024. Erick Thohir dinilai figur yang tepat untuk diusung Nasdem karena memiliki ideologi dan visi yg sama.

Erick Capres Potensial

#ETNasdem";Positif;partai nasdem lirik menteri bumn ri erick thohir pilpres erick thohir nilai figur usung nasdem milik ideologi visi erick capres potensial etnasdem
2212;@ahmadbaibaihaqi;"Karena pak ET yang banyak prestasi di BUMN menjadi pertimbangan untuk NasDem pads pilpres di 2024
Erick Capres Potensial

#ETNasdem";Netral;et prestasi bumn timbang nasdem pads pilpres erick capres potensial etnasdem
2213;@Layanganputus18;Wahhhh iyaa Banyak alasan yang membuatnya layak untuk didukung pada pilpres 2024 salah satunya adalah kesuksesan dalam mengelolah BUMN #ETNasdem Erick Capres Potensial;Positif;wahhhh iyaa alas buat layak dukung pilpres salah satu sukses elo bumn etnasdem erick capres potensial
2214;@fitriiizahra;"Erick Thohir menjadi alternatif, penyeimbang, daya penguat dan penentu pada pemilu 2024.
Erick Capres Potensial 
#ETNasdem";Positif;erick thohir alternatif imbang daya kuat tentu milu erick capres potensial etnasdem
2215;@Masaayu77;memang lah tepat jika mendukung pak Menteri maju dalam Pilpres 2024 mendatang karna kinerjanya yang sangat bagus  #ETNasdem Erick Capres Potensial;Positif;dukung menteri maju pilpres kerja bagus etnasdem erick capres potensial
2216;@AndreAriii;"Dengan reputasi dan prestasi yang di dapatnya ia layak maju di pilpres 2024.
Erick Capres Potensial

#ETNasdem";Netral;reputasi prestasi dapat layak maju pilpres erick capres potensial etnasdem
2217;@AndreAriii;"Alasan pak Erick didukung untuk maju di pilpres 2024 karena dilihat dari diraihnya berbagai prestasi yang gemilang juga sifat tegas dan beraninya.
Erick Capres Potensial

#ETNasdem";Positif;alas erick dukung maju pilpres raih prestasi gemilang sifat berani erick capres potensial etnasdem
2218;@Ridwan8k;Wow luar biasa! Menteri Erick Thohir membasmi para koruptor di BUMN, menteri yang mantap juang. Menteri yang layak maju di pilpres 2024. Capres Potensial #ETNasdem;Positif;wow menteri erick thohir basmi koruptor bumn menteri mantap juang menteri layak maju pilpres capres potensial etnasdem
2219;@Askiarahmawati1;Banyak alasan yang membuatnya layak untuk didukung pada pilpres 2024 salah satunya adalah kesuksesan dalam mengelolah BUMN, berkat Pak Erick BUMN semakin baik #ETNasdem Erick Capres Potensial;Positif;alas buat layak dukung pilpres salah satu sukses elo bumn berkat erick bumn etnasdem erick capres potensial
2220;@ayuuusyafitri;"Dukungan masyarakat Indonesia kepada Menteri BUMN Erick Thohir merupakan bukti bahwa beliau makin potensial untuk berlaga di Pilpres 2024.
Erick Capres Potensial 
#ETNasdem";Positif;dukung masyarakat indonesia menteri bumn erick thohir bukti beliau potensial laga pilpres erick capres potensial etnasdem
2221;@FarelPrana;"Memenuhi kriteria dalam radar figur pilpres 2024. partai tersebut menaruh harapan pada beliau untuk mewujudkan cita-cita bangsa ini.
Erick Capres Potensial
#ETNasdem

@KompasTV";Positif;penuh kriteria radar figur pilpres partai taruh harap beliau wujud citacita bangsa erick capres potensial etnasdem kompastv
2222;@VaneshaDewi;Transformasi BUMN menjadi lebih baik telah nyata yang kita saksikan jadi memang lah tepat jika mendukung pak Menteri maju dalam Pilpres 2024 mendatang #ETNasdem Erick Capres Potensial;Positif;transformasi bumn nyata saksi dukung menteri maju pilpres etnasdem erick capres potensial
2223;@Nu4Cans;"Fenomena yang terjadi pada beliau juga menunjukan aspirasi dari sebagian masyarakat Indonesia yang terdiri dari milenial dan generasi Z yang akan menjadi calon pemilih di pemilu 2024 mendatang.

Erick Capres Potensial

#ETNasdem";Netral;fenomena beliau aspirasi masyarakat indonesia milenial generasi z calon pilih milu erick capres potensial etnasdem
2224;@Sintahasan24;"Keren Banyak tokoh nasdem di Sumatera yg dukung pak ET maju pilpres 2024, sebelumnya oleh pak Herman Deru DPW Nasdem Sumsel dan Herman HN DPW Nasdem Lampung, Erick Capres Potensial 
@erickthohir


#ETNasdem";Positif;keren tokoh nasdem sumatera dukung et maju pilpres herman deru dpw nasdem sumsel herman hn dpw nasdem lampung erick capres potensial erickthohir etnasdem
2225;@Kayla1863_;"Jelanggg Rapat Kerja Nasional Partai NasDem pada 15-17 Juni 2022, DPW Partai NasDem Lampung akan mengusulkan Menteri Badan Usaha Milik Nagara Erick Thohir sebagai Capres pada pemilihan Presiden (Pilpres) 2024 mendatang. Erick Capres Potensial

#ETNasdem";Positif;jelanggg rapat kerja nasional partai nasdem juni dpw partai nasdem lampung usul menteri badan usaha milik nagara erick thohir capres pilih presiden pilpres erick capres potensial etnasdem
2226;@Ngantukberatt;"Erick Thohir merupakan Putra terbaik asal Sumatera yang layak maju Pilpres 2024
Erick Capres Potensial
#ETNasdem";Positif;erick thohir putra baik sumatera layak maju pilpres erick capres potensial etnasdem
2227;@Elsaeca191;menteri Erick Thohir ialah pilihan tepat yang bakal didukung pada pilpres 2024 mendatang. https://suara.com/bisnis/2022/05/06/074752/erick-thohir-masuk-radar-nasdem-karena-dinilai-memiliki-kesamaan-visi-dan-ideologi… Capres Potensial #ETNasdem;Positif;menteri erick thohir pilih dukung pilpres capres potensial etnasdem
2228;@a_mujieb15;"Erick Thohir dinilai berpeluang diusung Partai NasDem pada Pilpres 2024, menteri BUMN itu berpeluang menarik simpatik partai pimpinan Surya Paloh tersebut.
Erick Capres Potensial

#ETNasdem";Positif;erick thohir nilai peluang usung partai nasdem pilpres menteri bumn peluang tarik simpatik partai pimpin surya paloh erick capres potensial etnasdem
2229;@mohsamsulhadii;"Erick Thohir memiliki banyak prestasi dan capaian selama menjabat sebagai Menteri BUMN. Hal tersebut bisa menjadi modal awal untuk elektoral Erick Thohir pada Pemilu 2024.
Erick Capres Potensial 
#ETNasdem";Netral;erick thohir milik prestasi capai jabat menteri bumn modal elektoral erick thohir milu erick capres potensial etnasdem
2230;@Mrani55;"Dengan kemampuan kinerja yg profesional menteri Erick Capres Potensial dalam kegiatan pilpres 2024
#ETNasdem";Netral;mampu kerja profesional menteri erick capres potensial giat pilpres etnasdem
2231;@anggzurs;Transformasi BUMN menjadi lebih baik telah nyata kita saksikan jadi memang lah tepat jika mendukung pak Menteri maju dalam Pilpres 2024 mendatang #ETNasdem Erick Capres Potensial;Positif;transformasi bumn nyata saksi dukung menteri maju pilpres etnasdem erick capres potensial
